fishery_name,week,angler_final,n,total,prop
Nisqually salmon 2022,2022-07-24,Bank,18,19,0.9473684210526315
Nisqually salmon 2022,2022-07-24,Boat,1,19,0.05263157894736842
Nisqually salmon 2022,2022-07-31,Bank,86,87,0.9885057471264368
Nisqually salmon 2022,2022-07-31,Boat,1,87,0.011494252873563218
Nisqually salmon 2022,2022-08-07,Bank,172,179,0.9608938547486033
Nisqually salmon 2022,2022-08-07,Boat,7,179,0.03910614525139665
Nisqually salmon 2022,2022-08-14,Bank,329,336,0.9791666666666666
Nisqually salmon 2022,2022-08-14,Boat,7,336,0.020833333333333332
Nisqually salmon 2022,2022-08-21,Bank,234,241,0.970954356846473
Nisqually salmon 2022,2022-08-21,Boat,7,241,0.029045643153526972
Nisqually salmon 2022,2022-08-28,Bank,140,144,0.9722222222222222
Nisqually salmon 2022,2022-08-28,Boat,4,144,0.027777777777777776
Nisqually salmon 2022,2022-09-04,Bank,90,91,0.989010989010989
Nisqually salmon 2022,2022-09-04,Boat,1,91,0.01098901098901099
Nisqually salmon 2022,2022-09-11,Bank,173,178,0.9719101123595506
Nisqually salmon 2022,2022-09-11,Boat,5,178,0.028089887640449437
Nisqually salmon 2022,2022-09-18,Bank,309,312,0.9903846153846154
Nisqually salmon 2022,2022-09-18,Boat,3,312,0.009615384615384616
Nisqually salmon 2022,2022-09-25,Bank,302,311,0.9710610932475884
Nisqually salmon 2022,2022-09-25,Boat,9,311,0.028938906752411574
Nisqually salmon 2022,2022-10-02,Bank,211,215,0.9813953488372092
Nisqually salmon 2022,2022-10-02,Boat,4,215,0.018604651162790697
Nisqually salmon 2022,2022-10-09,Bank,99,108,0.9166666666666666
Nisqually salmon 2022,2022-10-09,Boat,9,108,0.08333333333333333
Nisqually salmon 2022,2022-10-16,Bank,61,64,0.953125
Nisqually salmon 2022,2022-10-16,Boat,3,64,0.046875
Nisqually salmon 2022,2022-10-23,Bank,29,31,0.9354838709677419
Nisqually salmon 2022,2022-10-23,Boat,2,31,0.06451612903225806
Nisqually salmon 2022,2022-10-30,Bank,4,4,1
Nisqually salmon 2022,2022-11-06,Bank,2,2,1
Nisqually salmon 2023,2023-06-25,Bank,4,5,0.8
Nisqually salmon 2023,2023-06-25,Boat,1,5,0.2
Nisqually salmon 2023,2023-07-02,Bank,17,19,0.8947368421052632
Nisqually salmon 2023,2023-07-02,Boat,2,19,0.10526315789473684
Nisqually salmon 2023,2023-07-09,Bank,21,21,1
Nisqually salmon 2023,2023-07-16,Bank,28,28,1
Nisqually salmon 2023,2023-07-23,Bank,57,58,0.9827586206896551
Nisqually salmon 2023,2023-07-23,Boat,1,58,0.017241379310344827
Nisqually salmon 2023,2023-07-30,Bank,85,88,0.9659090909090909
Nisqually salmon 2023,2023-07-30,Boat,3,88,0.03409090909090909
Nisqually salmon 2023,2023-08-06,Bank,141,145,0.9724137931034482
Nisqually salmon 2023,2023-08-06,Boat,4,145,0.027586206896551724
Nisqually salmon 2023,2023-08-13,Bank,131,135,0.9703703703703703
Nisqually salmon 2023,2023-08-13,Boat,4,135,0.02962962962962963
Nisqually salmon 2023,2023-08-20,Bank,226,231,0.9783549783549783
Nisqually salmon 2023,2023-08-20,Boat,5,231,0.021645021645021644
Nisqually salmon 2023,2023-08-27,Bank,195,200,0.975
Nisqually salmon 2023,2023-08-27,Boat,5,200,0.025
Nisqually salmon 2023,2023-09-03,Bank,183,190,0.9631578947368421
Nisqually salmon 2023,2023-09-03,Boat,7,190,0.03684210526315789
Nisqually salmon 2023,2023-09-10,Bank,265,270,0.9814814814814815
Nisqually salmon 2023,2023-09-10,Boat,5,270,0.018518518518518517
Nisqually salmon 2023,2023-09-17,Bank,280,280,1
Nisqually salmon 2023,2023-09-24,Bank,226,232,0.9741379310344828
Nisqually salmon 2023,2023-09-24,Boat,6,232,0.02586206896551724
Nisqually salmon 2023,2023-10-01,Bank,131,137,0.9562043795620438
Nisqually salmon 2023,2023-10-01,Boat,6,137,0.043795620437956206
Nisqually salmon 2023,2023-10-08,Bank,76,84,0.9047619047619048
Nisqually salmon 2023,2023-10-08,Boat,8,84,0.09523809523809523
Nisqually salmon 2023,2023-10-15,Bank,10,10,1
Nisqually salmon 2023,2023-10-22,Bank,1,1,1
Nisqually salmon 2023,2023-10-29,Bank,2,2,1
Nisqually salmon 2023,2023-11-05,Bank,3,3,1
Nooksack fall salmon 2023,2023-10-29,Bank,3,3,1
Nooksack fall salmon 2023,2023-11-05,Bank,4,4,1
Nooksack fall salmon 2023,2023-11-12,Bank,10,13,0.7692307692307693
Nooksack fall salmon 2023,2023-11-12,Boat,3,13,0.23076923076923078
Nooksack fall salmon 2023,2023-11-19,Bank,4,5,0.8
Nooksack fall salmon 2023,2023-11-19,Boat,1,5,0.2
Nooksack fall salmon 2023,2023-11-26,Bank,2,2,1
Nooksack fall salmon 2024,2024-11-03,Bank,27,28,0.9642857142857143
Nooksack fall salmon 2024,2024-11-03,Boat,1,28,0.03571428571428571
Nooksack fall salmon 2024,2024-11-10,Bank,9,10,0.9
Nooksack fall salmon 2024,2024-11-10,Boat,1,10,0.1
Nooksack fall salmon 2024,2024-11-17,Bank,12,13,0.9230769230769231
Nooksack fall salmon 2024,2024-11-17,Boat,1,13,0.07692307692307693
Nooksack fall salmon 2024,2024-11-24,Bank,7,7,1
Nooksack spring Chinook 2022,2022-05-22,Bank,18,18,1
Nooksack spring Chinook 2022,2022-05-29,Bank,36,37,0.972972972972973
Nooksack spring Chinook 2022,2022-05-29,Boat,1,37,0.02702702702702703
Nooksack spring Chinook 2022,2022-06-05,Bank,10,10,1
Nooksack spring Chinook 2022,2022-06-12,Bank,24,24,1
Nooksack spring Chinook 2022,2022-06-19,Bank,27,27,1
Nooksack spring Chinook 2022,2022-06-26,Bank,21,21,1
Nooksack spring Chinook 2022,2022-07-03,Bank,17,18,0.9444444444444444
Nooksack spring Chinook 2022,2022-07-03,Boat,1,18,0.05555555555555555
Nooksack spring Chinook 2022,2022-07-10,Bank,8,10,0.8
Nooksack spring Chinook 2022,2022-07-10,Boat,2,10,0.2
Nooksack spring Chinook 2026,2026-05-17,Bank,16,20,0.8
Nooksack spring Chinook 2026,2026-05-17,Boat,4,20,0.2
Nooksack spring Chinook 2026,2026-05-24,Bank,75,84,0.8928571428571429
Nooksack spring Chinook 2026,2026-05-24,Boat,9,84,0.10714285714285714
Nooksack spring Chinook 2026,2026-05-31,Bank,86,95,0.9052631578947369
Nooksack spring Chinook 2026,2026-05-31,Boat,9,95,0.09473684210526316
Nooksack spring Chinook 2026,2026-06-07,Bank,35,37,0.9459459459459459
Nooksack spring Chinook 2026,2026-06-07,Boat,2,37,0.05405405405405406
Nooksack winter gamefish 2021-22,2022-01-23,Bank,36,44,0.8181818181818182
Nooksack winter gamefish 2021-22,2022-01-23,Boat,8,44,0.18181818181818182
Nooksack winter gamefish 2021-22,2022-01-30,Bank,53,63,0.8412698412698413
Nooksack winter gamefish 2021-22,2022-01-30,Boat,10,63,0.15873015873015872
Nooksack winter gamefish 2021-22,2022-02-06,Bank,73,90,0.8111111111111111
Nooksack winter gamefish 2021-22,2022-02-06,Boat,17,90,0.18888888888888888
Nooksack winter gamefish 2021-22,2022-02-13,Bank,50,61,0.819672131147541
Nooksack winter gamefish 2021-22,2022-02-13,Boat,11,61,0.18032786885245902
Nooksack winter gamefish 2022-23,2022-11-27,Bank,9,9,1
Nooksack winter gamefish 2022-23,2022-12-04,Bank,25,30,0.8333333333333334
Nooksack winter gamefish 2022-23,2022-12-04,Boat,5,30,0.16666666666666666
Nooksack winter gamefish 2022-23,2022-12-11,Bank,41,46,0.8913043478260869
Nooksack winter gamefish 2022-23,2022-12-11,Boat,5,46,0.10869565217391304
Nooksack winter gamefish 2022-23,2022-12-18,Bank,1,1,1
Nooksack winter gamefish 2022-23,2022-12-25,Bank,1,1,1
Nooksack winter gamefish 2022-23,2023-01-01,Bank,23,24,0.9583333333333334
Nooksack winter gamefish 2022-23,2023-01-01,Boat,1,24,0.041666666666666664
Nooksack winter gamefish 2022-23,2023-01-29,Bank,19,20,0.95
Nooksack winter gamefish 2022-23,2023-01-29,Boat,1,20,0.05
Nooksack winter gamefish 2022-23,2023-02-05,Bank,93,109,0.8532110091743119
Nooksack winter gamefish 2022-23,2023-02-05,Boat,16,109,0.14678899082568808
Nooksack winter gamefish 2022-23,2023-02-12,Bank,38,54,0.7037037037037037
Nooksack winter gamefish 2022-23,2023-02-12,Boat,16,54,0.2962962962962963
North Fork Skykomish summer gamefish 2025,2025-05-25,Bank,8,8,1
North Fork Skykomish summer gamefish 2025,2025-06-01,Bank,1,1,1
North Fork Skykomish summer gamefish 2025,2025-06-08,Bank,1,1,1
North Fork Skykomish summer gamefish 2025,2025-06-22,Bank,5,5,1
North Fork Skykomish summer gamefish 2025,2025-06-29,Bank,1,1,1
North Fork Skykomish summer gamefish 2025,2025-07-06,Bank,2,2,1
North Fork Skykomish summer gamefish 2025,2025-07-13,Bank,2,2,1
Post Quillayute winter steelhead 2023-24,2024-01-21,Bank,9,16,0.5625
Post Quillayute winter steelhead 2023-24,2024-01-21,Boat,7,16,0.4375
Post Quillayute winter steelhead 2023-24,2024-01-28,Bank,11,29,0.3793103448275862
Post Quillayute winter steelhead 2023-24,2024-01-28,Boat,18,29,0.6206896551724138
Post Quillayute winter steelhead 2023-24,2024-02-04,Boat,11,11,1
Post Quillayute winter steelhead 2023-24,2024-02-11,Bank,16,32,0.5
Post Quillayute winter steelhead 2023-24,2024-02-11,Boat,16,32,0.5
Post Quillayute winter steelhead 2023-24,2024-02-18,Bank,14,33,0.42424242424242425
Post Quillayute winter steelhead 2023-24,2024-02-18,Boat,19,33,0.5757575757575758
Post Quillayute winter steelhead 2023-24,2024-02-25,Bank,19,74,0.25675675675675674
Post Quillayute winter steelhead 2023-24,2024-02-25,Boat,55,74,0.7432432432432432
Post Quillayute winter steelhead 2023-24,2024-03-03,Bank,15,49,0.30612244897959184
Post Quillayute winter steelhead 2023-24,2024-03-03,Boat,34,49,0.6938775510204082
Post Quillayute winter steelhead 2023-24,2024-03-10,Bank,33,66,0.5
Post Quillayute winter steelhead 2023-24,2024-03-10,Boat,33,66,0.5
Post Quillayute winter steelhead 2023-24,2024-03-17,Bank,2,13,0.15384615384615385
Post Quillayute winter steelhead 2023-24,2024-03-17,Boat,11,13,0.8461538461538461
Post Quillayute winter steelhead 2023-24,2024-03-24,Bank,5,15,0.3333333333333333
Post Quillayute winter steelhead 2023-24,2024-03-24,Boat,10,15,0.6666666666666666
Post Quillayute winter steelhead 2023-24,2024-03-31,Boat,2,2,1
Pre Quillayute winter steelhead 2023-24,2023-11-26,Bank,2,2,1
Pre Quillayute winter steelhead 2023-24,2023-12-03,Bank,2,2,1
Pre Quillayute winter steelhead 2023-24,2023-12-10,Bank,3,4,0.75
Pre Quillayute winter steelhead 2023-24,2023-12-10,Boat,1,4,0.25
Pre Quillayute winter steelhead 2023-24,2023-12-17,Bank,4,5,0.8
Pre Quillayute winter steelhead 2023-24,2023-12-17,Boat,1,5,0.2
Pre Quillayute winter steelhead 2023-24,2023-12-24,Bank,9,12,0.75
Pre Quillayute winter steelhead 2023-24,2023-12-24,Boat,3,12,0.25
Pre Quillayute winter steelhead 2023-24,2023-12-31,Bank,15,17,0.8823529411764706
Pre Quillayute winter steelhead 2023-24,2023-12-31,Boat,2,17,0.11764705882352941
Pre Quillayute winter steelhead 2023-24,2024-01-07,Bank,8,18,0.4444444444444444
Pre Quillayute winter steelhead 2023-24,2024-01-07,Boat,10,18,0.5555555555555556
Pre Quillayute winter steelhead 2023-24,2024-01-14,Bank,14,39,0.358974358974359
Pre Quillayute winter steelhead 2023-24,2024-01-14,Boat,25,39,0.6410256410256411
Pre Quillayute winter steelhead 2023-24,2024-01-21,Bank,3,26,0.11538461538461539
Pre Quillayute winter steelhead 2023-24,2024-01-21,Boat,23,26,0.8846153846153846
Puyallup Carbon salmon 2024,2024-08-11,Bank,218,218,1
Puyallup Carbon salmon 2024,2024-08-18,Bank,436,436,1
Puyallup Carbon salmon 2024,2024-08-25,Bank,406,406,1
Puyallup Carbon salmon 2024,2024-09-01,Bank,242,242,1
Puyallup Carbon salmon 2024,2024-09-08,Bank,266,267,0.9962546816479401
Puyallup Carbon salmon 2024,2024-09-08,Boat,1,267,0.003745318352059925
Puyallup Carbon salmon 2024,2024-09-15,Bank,224,224,1
Puyallup Carbon salmon 2024,2024-09-22,Bank,141,141,1
Puyallup Carbon salmon 2024,2024-09-29,Bank,96,96,1
Puyallup Carbon salmon 2024,2024-10-06,Bank,81,81,1
Puyallup Carbon salmon 2024,2024-10-13,Bank,20,20,1
Puyallup Carbon salmon 2024,2024-10-20,Bank,17,17,1
Puyallup Carbon salmon 2024,2024-10-27,Bank,3,3,1
Puyallup Carbon salmon 2025,2025-08-10,Bank,52,52,1
Puyallup Carbon salmon 2025,2025-08-17,Bank,475,475,1
Puyallup Carbon salmon 2025,2025-08-24,Bank,426,426,1
Puyallup Carbon salmon 2025,2025-08-31,Bank,275,275,1
Puyallup Carbon salmon 2025,2025-09-07,Bank,373,373,1
Puyallup Carbon salmon 2025,2025-09-14,Bank,297,297,1
Puyallup Carbon salmon 2025,2025-09-21,Bank,213,213,1
Puyallup Carbon salmon 2025,2025-09-28,Bank,102,102,1
Puyallup Carbon salmon 2025,2025-10-05,Bank,101,101,1
Puyallup Carbon salmon 2025,2025-10-12,Bank,47,47,1
Puyallup Carbon salmon 2025,2025-10-19,Bank,41,41,1
Puyallup Carbon salmon 2025,2025-10-26,Bank,11,11,1
Puyallup_Carbon salmon 2022,2022-08-14,Bank,216,216,1
Puyallup_Carbon salmon 2022,2022-08-21,Bank,349,349,1
Puyallup_Carbon salmon 2022,2022-08-28,Bank,449,449,1
Puyallup_Carbon salmon 2022,2022-09-04,Bank,264,264,1
Puyallup_Carbon salmon 2022,2022-09-11,Bank,371,371,1
Puyallup_Carbon salmon 2022,2022-09-18,Bank,268,268,1
Puyallup_Carbon salmon 2022,2022-09-25,Bank,151,151,1
Puyallup_Carbon salmon 2023,2023-08-13,Bank,387,387,1
Puyallup_Carbon salmon 2023,2023-08-20,Bank,539,539,1
Puyallup_Carbon salmon 2023,2023-08-27,Bank,440,440,1
Puyallup_Carbon salmon 2023,2023-09-03,Bank,284,284,1
Puyallup_Carbon salmon 2023,2023-09-10,Bank,361,361,1
Puyallup_Carbon salmon 2023,2023-09-17,Bank,270,270,1
Puyallup_Carbon salmon 2023,2023-09-24,Bank,216,216,1
Puyallup_Carbon salmon 2023,2023-10-01,Bank,130,130,1
Puyallup_Carbon salmon 2023,2023-10-08,Bank,72,72,1
Puyallup_Carbon salmon 2023,2023-10-15,Bank,35,35,1
Puyallup_Carbon salmon 2023,2023-10-22,Bank,63,63,1
Puyallup_Carbon salmon 2023,2023-10-29,Bank,3,3,1
Queets winter steelhead 2024-25,2025-01-05,Bank,1,1,1
Queets winter steelhead 2024-25,2025-01-12,Bank,9,12,0.75
Queets winter steelhead 2024-25,2025-01-12,Boat,3,12,0.25
Queets winter steelhead 2024-25,2025-01-19,Bank,2,2,1
Queets winter steelhead 2024-25,2025-01-26,Bank,7,10,0.7
Queets winter steelhead 2024-25,2025-01-26,Boat,3,10,0.3
Queets winter steelhead 2024-25,2025-02-02,Bank,3,5,0.6
Queets winter steelhead 2024-25,2025-02-02,Boat,2,5,0.4
Queets winter steelhead 2024-25,2025-02-09,Bank,6,9,0.6666666666666666
Queets winter steelhead 2024-25,2025-02-09,Boat,3,9,0.3333333333333333
Queets winter steelhead 2024-25,2025-02-16,Bank,6,16,0.375
Queets winter steelhead 2024-25,2025-02-16,Boat,10,16,0.625
Queets winter steelhead 2024-25,2025-02-23,Bank,4,4,1
Queets winter steelhead 2025-26,2025-12-14,Bank,1,1,1
Queets winter steelhead 2025-26,2025-12-21,Bank,2,2,1
Queets winter steelhead 2025-26,2025-12-28,Bank,1,1,1
Queets winter steelhead 2025-26,2026-01-11,Bank,6,6,1
Queets winter steelhead 2025-26,2026-01-18,Bank,3,3,1
Queets winter steelhead 2025-26,2026-01-25,Bank,4,4,1
Queets winter steelhead 2025-26,2026-02-01,Bank,4,5,0.8
Queets winter steelhead 2025-26,2026-02-01,Boat,1,5,0.2
Queets winter steelhead 2025-26,2026-02-08,Bank,3,4,0.75
Queets winter steelhead 2025-26,2026-02-08,Boat,1,4,0.25
Queets winter steelhead 2025-26,2026-02-15,Bank,1,1,1
Queets winter steelhead 2025-26,2026-02-22,Bank,2,5,0.4
Queets winter steelhead 2025-26,2026-02-22,Boat,3,5,0.6
Queets winter steelhead 2025-26,2026-03-01,Bank,1,1,1
Queets winter steelhead 2025-26,2026-03-08,Bank,2,2,1
Queets winter steelhead 2025-26,2026-03-22,Boat,5,5,1
Quillayute fall salmon 2022,2022-09-18,Bank,3,3,1
Quillayute fall salmon 2022,2022-09-25,Bank,1,3,0.3333333333333333
Quillayute fall salmon 2022,2022-09-25,Boat,2,3,0.6666666666666666
Quillayute fall salmon 2022,2022-10-02,Bank,13,14,0.9285714285714286
Quillayute fall salmon 2022,2022-10-02,Boat,1,14,0.07142857142857142
Quillayute fall salmon 2022,2022-10-30,Bank,25,49,0.5102040816326531
Quillayute fall salmon 2022,2022-10-30,Boat,24,49,0.4897959183673469
Quillayute fall salmon 2022,2022-11-06,Bank,21,49,0.42857142857142855
Quillayute fall salmon 2022,2022-11-06,Boat,28,49,0.5714285714285714
Quillayute fall salmon 2022,2022-11-13,Bank,27,49,0.5510204081632653
Quillayute fall salmon 2022,2022-11-13,Boat,22,49,0.4489795918367347
Quillayute fall salmon 2022,2022-11-20,Bank,12,25,0.48
Quillayute fall salmon 2022,2022-11-20,Boat,13,25,0.52
Quillayute fall salmon 2022,2022-11-27,Bank,41,56,0.7321428571428571
Quillayute fall salmon 2022,2022-11-27,Boat,15,56,0.26785714285714285
Quillayute fall salmon 2022,2022-12-04,Bank,43,58,0.7413793103448276
Quillayute fall salmon 2022,2022-12-04,Boat,15,58,0.25862068965517243
Quillayute fall salmon 2022,2022-12-11,Bank,46,73,0.6301369863013698
Quillayute fall salmon 2022,2022-12-11,Boat,27,73,0.3698630136986301
Quillayute fall salmon 2023,2023-10-01,Bank,56,71,0.7887323943661971
Quillayute fall salmon 2023,2023-10-01,Boat,15,71,0.2112676056338028
Quillayute fall salmon 2023,2023-10-08,Bank,37,62,0.5967741935483871
Quillayute fall salmon 2023,2023-10-08,Boat,25,62,0.4032258064516129
Quillayute fall salmon 2023,2023-10-15,Bank,47,63,0.746031746031746
Quillayute fall salmon 2023,2023-10-15,Boat,16,63,0.25396825396825395
Quillayute fall salmon 2023,2023-10-22,Bank,32,45,0.7111111111111111
Quillayute fall salmon 2023,2023-10-22,Boat,13,45,0.28888888888888886
Quillayute fall salmon 2023,2023-10-29,Bank,10,14,0.7142857142857143
Quillayute fall salmon 2023,2023-10-29,Boat,4,14,0.2857142857142857
Quillayute fall salmon 2023,2023-11-05,Bank,16,30,0.5333333333333333
Quillayute fall salmon 2023,2023-11-05,Boat,14,30,0.4666666666666667
Quillayute fall salmon 2023,2023-11-12,Bank,6,11,0.5454545454545454
Quillayute fall salmon 2023,2023-11-12,Boat,5,11,0.45454545454545453
Quillayute fall salmon 2023,2023-11-19,Bank,5,8,0.625
Quillayute fall salmon 2023,2023-11-19,Boat,3,8,0.375
Quillayute fall salmon 2023,2023-11-26,Bank,11,13,0.8461538461538461
Quillayute fall salmon 2023,2023-11-26,Boat,2,13,0.15384615384615385
Quillayute fall salmon 2024,2024-09-01,Bank,21,24,0.875
Quillayute fall salmon 2024,2024-09-01,Boat,3,24,0.125
Quillayute fall salmon 2024,2024-09-08,Bank,41,48,0.8541666666666666
Quillayute fall salmon 2024,2024-09-08,Boat,7,48,0.14583333333333334
Quillayute fall salmon 2024,2024-09-15,Bank,25,31,0.8064516129032258
Quillayute fall salmon 2024,2024-09-15,Boat,6,31,0.1935483870967742
Quillayute fall salmon 2024,2024-09-22,Bank,49,69,0.7101449275362319
Quillayute fall salmon 2024,2024-09-22,Boat,20,69,0.2898550724637681
Quillayute fall salmon 2024,2024-09-29,Bank,62,94,0.6595744680851063
Quillayute fall salmon 2024,2024-09-29,Boat,32,94,0.3404255319148936
Quillayute fall salmon 2024,2024-10-06,Bank,56,82,0.6829268292682927
Quillayute fall salmon 2024,2024-10-06,Boat,26,82,0.3170731707317073
Quillayute fall salmon 2024,2024-10-13,Bank,43,55,0.7818181818181819
Quillayute fall salmon 2024,2024-10-13,Boat,12,55,0.21818181818181817
Quillayute fall salmon 2024,2024-10-20,Bank,29,58,0.5
Quillayute fall salmon 2024,2024-10-20,Boat,29,58,0.5
Quillayute fall salmon 2024,2024-10-27,Bank,18,78,0.23076923076923078
Quillayute fall salmon 2024,2024-10-27,Boat,60,78,0.7692307692307693
Quillayute fall salmon 2024,2024-11-03,Bank,19,43,0.4418604651162791
Quillayute fall salmon 2024,2024-11-03,Boat,24,43,0.5581395348837209
Quillayute fall salmon 2024,2024-11-10,Bank,17,24,0.7083333333333334
Quillayute fall salmon 2024,2024-11-10,Boat,7,24,0.2916666666666667
Quillayute fall salmon 2024,2024-11-17,Bank,21,25,0.84
Quillayute fall salmon 2024,2024-11-17,Boat,4,25,0.16
Quillayute fall salmon 2024,2024-11-24,Bank,25,31,0.8064516129032258
Quillayute fall salmon 2024,2024-11-24,Boat,6,31,0.1935483870967742
Quillayute fall salmon 2025,2025-08-31,Bank,23,26,0.8846153846153846
Quillayute fall salmon 2025,2025-08-31,Boat,3,26,0.11538461538461539
Quillayute fall salmon 2025,2025-09-07,Bank,30,37,0.8108108108108109
Quillayute fall salmon 2025,2025-09-07,Boat,7,37,0.1891891891891892
Quillayute fall salmon 2025,2025-09-14,Bank,22,32,0.6875
Quillayute fall salmon 2025,2025-09-14,Boat,10,32,0.3125
Quillayute fall salmon 2025,2025-09-21,Bank,26,39,0.6666666666666666
Quillayute fall salmon 2025,2025-09-21,Boat,13,39,0.3333333333333333
Quillayute fall salmon 2025,2025-09-28,Bank,50,64,0.78125
Quillayute fall salmon 2025,2025-09-28,Boat,14,64,0.21875
Quillayute fall salmon 2025,2025-10-05,Bank,51,90,0.5666666666666667
Quillayute fall salmon 2025,2025-10-05,Boat,39,90,0.43333333333333335
Quillayute fall salmon 2025,2025-10-12,Bank,39,66,0.5909090909090909
Quillayute fall salmon 2025,2025-10-12,Boat,27,66,0.4090909090909091
Quillayute fall salmon 2025,2025-10-19,Bank,51,65,0.7846153846153846
Quillayute fall salmon 2025,2025-10-19,Boat,14,65,0.2153846153846154
Quillayute fall salmon 2025,2025-10-26,Bank,13,33,0.3939393939393939
Quillayute fall salmon 2025,2025-10-26,Boat,20,33,0.6060606060606061
Quillayute fall salmon 2025,2025-11-02,Bank,14,27,0.5185185185185185
Quillayute fall salmon 2025,2025-11-02,Boat,13,27,0.48148148148148145
Quillayute fall salmon 2025,2025-11-09,Bank,23,45,0.5111111111111111
Quillayute fall salmon 2025,2025-11-09,Boat,22,45,0.4888888888888889
Quillayute fall salmon 2025,2025-11-16,Bank,25,33,0.7575757575757576
Quillayute fall salmon 2025,2025-11-16,Boat,8,33,0.24242424242424243
Quillayute fall salmon 2025,2025-11-23,Bank,21,30,0.7
Quillayute fall salmon 2025,2025-11-23,Boat,9,30,0.3
