fishery_name,week,angler_final,n,total,prop
Quillayute spring chinook 2025,2025-06-01,Boat,6,10,0.6
Quillayute spring chinook 2025,2025-06-08,Bank,3,6,0.5
Quillayute spring chinook 2025,2025-06-08,Boat,3,6,0.5
Quillayute spring chinook 2025,2025-06-15,Bank,8,10,0.8
Quillayute spring chinook 2025,2025-06-15,Boat,2,10,0.2
Quillayute spring chinook 2025,2025-06-22,Bank,2,5,0.4
Quillayute spring chinook 2025,2025-06-22,Boat,3,5,0.6
Quillayute spring chinook 2025,2025-06-29,Bank,3,7,0.42857142857142855
Quillayute spring chinook 2025,2025-06-29,Boat,4,7,0.5714285714285714
Quillayute spring chinook 2026,2026-04-26,Bank,13,28,0.4642857142857143
Quillayute spring chinook 2026,2026-04-26,Boat,15,28,0.5357142857142857
Quillayute spring chinook 2026,2026-05-03,Bank,28,40,0.7
Quillayute spring chinook 2026,2026-05-03,Boat,12,40,0.3
Quillayute spring chinook 2026,2026-05-10,Bank,11,22,0.5
Quillayute spring chinook 2026,2026-05-10,Boat,11,22,0.5
Quillayute spring chinook 2026,2026-05-17,Bank,5,16,0.3125
Quillayute spring chinook 2026,2026-05-17,Boat,11,16,0.6875
Quillayute spring chinook 2026,2026-05-24,Bank,10,22,0.45454545454545453
Quillayute spring chinook 2026,2026-05-24,Boat,12,22,0.5454545454545454
Quillayute spring chinook 2026,2026-05-31,Bank,3,5,0.6
Quillayute spring chinook 2026,2026-05-31,Boat,2,5,0.4
Quillayute winter steelhead 2022-23,2022-12-18,Bank,7,9,0.7777777777777778
Quillayute winter steelhead 2022-23,2022-12-18,Boat,2,9,0.2222222222222222
Quillayute winter steelhead 2022-23,2022-12-25,Bank,3,3,1
Quillayute winter steelhead 2022-23,2023-01-01,Bank,11,17,0.6470588235294118
Quillayute winter steelhead 2022-23,2023-01-01,Boat,6,17,0.35294117647058826
Quillayute winter steelhead 2022-23,2023-01-08,Bank,7,7,1
Quillayute winter steelhead 2022-23,2023-01-15,Bank,20,25,0.8
Quillayute winter steelhead 2022-23,2023-01-15,Boat,5,25,0.2
Quillayute winter steelhead 2022-23,2023-01-22,Bank,19,31,0.6129032258064516
Quillayute winter steelhead 2022-23,2023-01-22,Boat,12,31,0.3870967741935484
Quillayute winter steelhead 2022-23,2023-01-29,Bank,12,20,0.6
Quillayute winter steelhead 2022-23,2023-01-29,Boat,8,20,0.4
Quillayute winter steelhead 2022-23,2023-02-05,Bank,21,36,0.5833333333333334
Quillayute winter steelhead 2022-23,2023-02-05,Boat,15,36,0.4166666666666667
Quillayute winter steelhead 2022-23,2023-02-12,Bank,19,38,0.5
Quillayute winter steelhead 2022-23,2023-02-12,Boat,19,38,0.5
Quillayute winter steelhead 2022-23,2023-02-19,Bank,7,19,0.3684210526315789
Quillayute winter steelhead 2022-23,2023-02-19,Boat,12,19,0.631578947368421
Quillayute winter steelhead 2022-23,2023-02-26,Bank,11,16,0.6875
Quillayute winter steelhead 2022-23,2023-02-26,Boat,5,16,0.3125
Quillayute winter steelhead 2022-23,2023-03-12,Bank,1,13,0.07692307692307693
Quillayute winter steelhead 2022-23,2023-03-12,Boat,12,13,0.9230769230769231
Quillayute winter steelhead 2022-23,2023-03-19,Bank,7,14,0.5
Quillayute winter steelhead 2022-23,2023-03-19,Boat,7,14,0.5
Quillayute winter steelhead 2024-25,2024-12-01,Bank,25,35,0.7142857142857143
Quillayute winter steelhead 2024-25,2024-12-01,Boat,10,35,0.2857142857142857
Quillayute winter steelhead 2024-25,2024-12-08,Bank,51,76,0.6710526315789473
Quillayute winter steelhead 2024-25,2024-12-08,Boat,25,76,0.32894736842105265
Quillayute winter steelhead 2024-25,2024-12-15,Bank,42,45,0.9333333333333333
Quillayute winter steelhead 2024-25,2024-12-15,Boat,3,45,0.06666666666666667
Quillayute winter steelhead 2024-25,2024-12-22,Bank,29,33,0.8787878787878788
Quillayute winter steelhead 2024-25,2024-12-22,Boat,4,33,0.12121212121212122
Quillayute winter steelhead 2024-25,2024-12-29,Bank,16,23,0.6956521739130435
Quillayute winter steelhead 2024-25,2024-12-29,Boat,7,23,0.30434782608695654
Quillayute winter steelhead 2024-25,2025-01-05,Bank,25,41,0.6097560975609756
Quillayute winter steelhead 2024-25,2025-01-05,Boat,16,41,0.3902439024390244
Quillayute winter steelhead 2024-25,2025-01-12,Bank,23,50,0.46
Quillayute winter steelhead 2024-25,2025-01-12,Boat,27,50,0.54
Quillayute winter steelhead 2024-25,2025-01-19,Bank,11,16,0.6875
Quillayute winter steelhead 2024-25,2025-01-19,Boat,5,16,0.3125
Quillayute winter steelhead 2024-25,2025-01-26,Bank,17,39,0.4358974358974359
Quillayute winter steelhead 2024-25,2025-01-26,Boat,22,39,0.5641025641025641
Quillayute winter steelhead 2024-25,2025-02-02,Bank,11,18,0.6111111111111112
Quillayute winter steelhead 2024-25,2025-02-02,Boat,7,18,0.3888888888888889
Quillayute winter steelhead 2024-25,2025-02-09,Bank,10,26,0.38461538461538464
Quillayute winter steelhead 2024-25,2025-02-09,Boat,16,26,0.6153846153846154
Quillayute winter steelhead 2024-25,2025-02-16,Bank,28,54,0.5185185185185185
Quillayute winter steelhead 2024-25,2025-02-16,Boat,26,54,0.48148148148148145
Quillayute winter steelhead 2024-25,2025-02-23,Bank,25,48,0.5208333333333334
Quillayute winter steelhead 2024-25,2025-02-23,Boat,23,48,0.4791666666666667
Quillayute winter steelhead 2024-25,2025-03-02,Bank,35,60,0.5833333333333334
Quillayute winter steelhead 2024-25,2025-03-02,Boat,25,60,0.4166666666666667
Quillayute winter steelhead 2024-25,2025-03-09,Bank,21,67,0.31343283582089554
Quillayute winter steelhead 2024-25,2025-03-09,Boat,46,67,0.6865671641791045
Quillayute winter steelhead 2024-25,2025-03-16,Bank,21,46,0.45652173913043476
Quillayute winter steelhead 2024-25,2025-03-16,Boat,25,46,0.5434782608695652
Quillayute winter steelhead 2024-25,2025-03-23,Bank,29,46,0.6304347826086957
Quillayute winter steelhead 2024-25,2025-03-23,Boat,17,46,0.3695652173913043
Quillayute winter steelhead 2024-25,2025-03-30,Bank,6,28,0.21428571428571427
Quillayute winter steelhead 2024-25,2025-03-30,Boat,22,28,0.7857142857142857
Quillayute winter steelhead 2025-26,2025-11-30,Bank,54,65,0.8307692307692308
Quillayute winter steelhead 2025-26,2025-11-30,Boat,11,65,0.16923076923076924
Quillayute winter steelhead 2025-26,2025-12-07,Bank,34,34,1
Quillayute winter steelhead 2025-26,2025-12-14,Bank,30,32,0.9375
Quillayute winter steelhead 2025-26,2025-12-14,Boat,2,32,0.0625
Quillayute winter steelhead 2025-26,2025-12-21,Bank,19,24,0.7916666666666666
Quillayute winter steelhead 2025-26,2025-12-21,Boat,5,24,0.20833333333333334
Quillayute winter steelhead 2025-26,2025-12-28,Bank,68,85,0.8
Quillayute winter steelhead 2025-26,2025-12-28,Boat,17,85,0.2
Quillayute winter steelhead 2025-26,2026-01-04,Bank,47,68,0.6911764705882353
Quillayute winter steelhead 2025-26,2026-01-04,Boat,21,68,0.3088235294117647
Quillayute winter steelhead 2025-26,2026-01-11,Bank,19,31,0.6129032258064516
Quillayute winter steelhead 2025-26,2026-01-11,Boat,12,31,0.3870967741935484
Quillayute winter steelhead 2025-26,2026-01-18,Bank,45,68,0.6617647058823529
Quillayute winter steelhead 2025-26,2026-01-18,Boat,23,68,0.3382352941176471
Quillayute winter steelhead 2025-26,2026-01-25,Bank,25,34,0.7352941176470589
Quillayute winter steelhead 2025-26,2026-01-25,Boat,9,34,0.2647058823529412
Quillayute winter steelhead 2025-26,2026-02-01,Bank,39,80,0.4875
Quillayute winter steelhead 2025-26,2026-02-01,Boat,41,80,0.5125
Quillayute winter steelhead 2025-26,2026-02-08,Bank,47,81,0.5802469135802469
Quillayute winter steelhead 2025-26,2026-02-08,Boat,34,81,0.41975308641975306
Quillayute winter steelhead 2025-26,2026-02-15,Bank,33,52,0.6346153846153846
Quillayute winter steelhead 2025-26,2026-02-15,Boat,19,52,0.36538461538461536
Quillayute winter steelhead 2025-26,2026-02-22,Bank,47,90,0.5222222222222223
Quillayute winter steelhead 2025-26,2026-02-22,Boat,43,90,0.4777777777777778
Quillayute winter steelhead 2025-26,2026-03-01,Bank,35,63,0.5555555555555556
Quillayute winter steelhead 2025-26,2026-03-01,Boat,28,63,0.4444444444444444
Quillayute winter steelhead 2025-26,2026-03-08,Bank,21,70,0.3
Quillayute winter steelhead 2025-26,2026-03-08,Boat,49,70,0.7
Quillayute winter steelhead 2025-26,2026-03-15,Bank,38,75,0.5066666666666667
Quillayute winter steelhead 2025-26,2026-03-15,Boat,37,75,0.49333333333333335
Quillayute winter steelhead 2025-26,2026-03-22,Bank,27,78,0.34615384615384615
Quillayute winter steelhead 2025-26,2026-03-22,Boat,51,78,0.6538461538461539
Quillayute winter steelhead 2025-26,2026-03-29,Bank,27,44,0.6136363636363636
Quillayute winter steelhead 2025-26,2026-03-29,Boat,17,44,0.38636363636363635
Quinault winter steelhead 2024-25,2025-02-23,Bank,1,3,0.3333333333333333
Quinault winter steelhead 2024-25,2025-02-23,Boat,2,3,0.6666666666666666
Quinault winter steelhead 2024-25,2025-03-02,Bank,3,7,0.42857142857142855
Quinault winter steelhead 2024-25,2025-03-02,Boat,4,7,0.5714285714285714
Quinault winter steelhead 2024-25,2025-03-09,Bank,5,8,0.625
Quinault winter steelhead 2024-25,2025-03-09,Boat,3,8,0.375
Quinault winter steelhead 2024-25,2025-03-16,Bank,7,12,0.5833333333333334
Quinault winter steelhead 2024-25,2025-03-16,Boat,5,12,0.4166666666666667
Quinault winter steelhead 2024-25,2025-03-23,Bank,4,7,0.5714285714285714
Quinault winter steelhead 2024-25,2025-03-23,Boat,3,7,0.42857142857142855
Quinault winter steelhead 2024-25,2025-03-30,Bank,8,9,0.8888888888888888
Quinault winter steelhead 2024-25,2025-03-30,Boat,1,9,0.1111111111111111
Quinault winter steelhead 2025-26,2026-01-11,Bank,1,1,1
Quinault winter steelhead 2025-26,2026-01-25,Bank,1,1,1
Quinault winter steelhead 2025-26,2026-02-01,Bank,4,4,1
Quinault winter steelhead 2025-26,2026-02-15,Bank,1,1,1
Quinault winter steelhead 2025-26,2026-02-22,Bank,1,1,1
Quinault winter steelhead 2025-26,2026-03-01,Bank,2,3,0.6666666666666666
Quinault winter steelhead 2025-26,2026-03-01,Boat,1,3,0.3333333333333333
Quinault winter steelhead 2025-26,2026-03-08,Bank,3,4,0.75
Quinault winter steelhead 2025-26,2026-03-08,Boat,1,4,0.25
Quinault winter steelhead 2025-26,2026-03-15,Bank,1,2,0.5
Quinault winter steelhead 2025-26,2026-03-15,Boat,1,2,0.5
Quinault winter steelhead 2025-26,2026-03-22,Bank,1,2,0.5
Quinault winter steelhead 2025-26,2026-03-22,Boat,1,2,0.5
Quinault winter steelhead 2025-26,2026-03-29,Bank,1,1,1
Satsop salmon 2022,2022-09-25,Bank,3,11,0.2727272727272727
Satsop salmon 2022,2022-09-25,Boat,8,11,0.7272727272727273
Satsop salmon 2022,2022-10-02,Bank,20,27,0.7407407407407407
Satsop salmon 2022,2022-10-02,Boat,7,27,0.25925925925925924
Satsop salmon 2022,2022-10-23,Bank,5,16,0.3125
Satsop salmon 2022,2022-10-23,Boat,11,16,0.6875
Satsop salmon 2022,2022-10-30,Bank,29,46,0.6304347826086957
Satsop salmon 2022,2022-10-30,Boat,17,46,0.3695652173913043
Satsop salmon 2022,2022-11-06,Bank,25,43,0.5813953488372093
Satsop salmon 2022,2022-11-06,Boat,18,43,0.4186046511627907
Satsop salmon 2022,2022-11-13,Bank,61,77,0.7922077922077922
Satsop salmon 2022,2022-11-13,Boat,16,77,0.2077922077922078
Satsop salmon 2022,2022-11-20,Bank,33,44,0.75
Satsop salmon 2022,2022-11-20,Boat,11,44,0.25
Satsop salmon 2022,2022-11-27,Bank,18,28,0.6428571428571429
Satsop salmon 2022,2022-11-27,Boat,10,28,0.35714285714285715
Satsop salmon 2022,2022-12-04,Bank,22,22,1
Satsop salmon 2022,2022-12-11,Bank,14,14,1
Satsop salmon 2023,2023-10-01,Bank,29,36,0.8055555555555556
Satsop salmon 2023,2023-10-01,Boat,7,36,0.19444444444444445
Satsop salmon 2023,2023-10-08,Bank,25,37,0.6756756756756757
Satsop salmon 2023,2023-10-08,Boat,12,37,0.32432432432432434
Satsop salmon 2023,2023-10-15,Bank,33,42,0.7857142857142857
Satsop salmon 2023,2023-10-15,Boat,9,42,0.21428571428571427
Satsop salmon 2023,2023-10-22,Bank,27,39,0.6923076923076923
Satsop salmon 2023,2023-10-22,Boat,12,39,0.3076923076923077
Satsop salmon 2023,2023-10-29,Bank,62,68,0.9117647058823529
Satsop salmon 2023,2023-10-29,Boat,6,68,0.08823529411764706
Satsop salmon 2023,2023-11-05,Bank,15,28,0.5357142857142857
Satsop salmon 2023,2023-11-05,Boat,13,28,0.4642857142857143
Satsop salmon 2023,2023-11-12,Bank,41,70,0.5857142857142857
Satsop salmon 2023,2023-11-12,Boat,29,70,0.4142857142857143
Satsop salmon 2023,2023-11-19,Bank,15,24,0.625
Satsop salmon 2023,2023-11-19,Boat,9,24,0.375
Satsop salmon 2023,2023-11-26,Bank,17,26,0.6538461538461539
Satsop salmon 2023,2023-11-26,Boat,9,26,0.34615384615384615
Satsop salmon 2024,2024-09-29,Bank,58,73,0.7945205479452054
Satsop salmon 2024,2024-09-29,Boat,15,73,0.2054794520547945
Satsop salmon 2024,2024-10-06,Bank,60,76,0.7894736842105263
Satsop salmon 2024,2024-10-06,Boat,16,76,0.21052631578947367
Satsop salmon 2024,2024-10-13,Bank,53,60,0.8833333333333333
Satsop salmon 2024,2024-10-13,Boat,7,60,0.11666666666666667
Satsop salmon 2024,2024-10-20,Bank,36,47,0.7659574468085106
Satsop salmon 2024,2024-10-20,Boat,11,47,0.23404255319148937
Satsop salmon 2024,2024-10-27,Bank,21,32,0.65625
Satsop salmon 2024,2024-10-27,Boat,11,32,0.34375
Satsop salmon 2024,2024-11-03,Bank,36,68,0.5294117647058824
Satsop salmon 2024,2024-11-03,Boat,32,68,0.47058823529411764
Satsop salmon 2024,2024-11-10,Bank,17,19,0.8947368421052632
Satsop salmon 2024,2024-11-10,Boat,2,19,0.10526315789473684
Satsop salmon 2024,2024-11-17,Bank,23,32,0.71875
Satsop salmon 2024,2024-11-17,Boat,9,32,0.28125
Satsop salmon 2024,2024-11-24,Bank,15,31,0.4838709677419355
Satsop salmon 2024,2024-11-24,Boat,16,31,0.5161290322580645
Satsop salmon 2024,2024-12-01,Bank,8,21,0.38095238095238093
Satsop salmon 2024,2024-12-01,Boat,13,21,0.6190476190476191
Satsop salmon 2024,2024-12-08,Bank,7,12,0.5833333333333334
Satsop salmon 2024,2024-12-08,Boat,5,12,0.4166666666666667
Satsop salmon 2024,2024-12-15,Bank,9,10,0.9
Satsop salmon 2024,2024-12-15,Boat,1,10,0.1
Satsop salmon 2024,2024-12-22,Bank,2,3,0.6666666666666666
Satsop salmon 2024,2024-12-22,Boat,1,3,0.3333333333333333
Satsop salmon 2024,2024-12-29,Bank,1,2,0.5
Satsop salmon 2024,2024-12-29,Boat,1,2,0.5
Satsop salmon 2025,2025-09-28,Bank,32,42,0.7619047619047619
Satsop salmon 2025,2025-09-28,Boat,10,42,0.23809523809523808
Satsop salmon 2025,2025-10-05,Bank,19,26,0.7307692307692307
Satsop salmon 2025,2025-10-05,Boat,7,26,0.2692307692307692
Satsop salmon 2025,2025-10-12,Bank,24,25,0.96
Satsop salmon 2025,2025-10-12,Boat,1,25,0.04
Satsop salmon 2025,2025-10-19,Bank,15,22,0.6818181818181818
Satsop salmon 2025,2025-10-19,Boat,7,22,0.3181818181818182
Satsop salmon 2025,2025-10-26,Bank,15,26,0.5769230769230769
Satsop salmon 2025,2025-10-26,Boat,11,26,0.4230769230769231
Satsop salmon 2025,2025-11-02,Bank,15,22,0.6818181818181818
Satsop salmon 2025,2025-11-02,Boat,7,22,0.3181818181818182
Satsop salmon 2025,2025-11-09,Bank,24,47,0.5106382978723404
Satsop salmon 2025,2025-11-09,Boat,23,47,0.48936170212765956
Satsop salmon 2025,2025-11-16,Bank,31,58,0.5344827586206896
Satsop salmon 2025,2025-11-16,Boat,27,58,0.46551724137931033
Satsop salmon 2025,2025-11-23,Bank,18,33,0.5454545454545454
Satsop salmon 2025,2025-11-23,Boat,15,33,0.45454545454545453
Satsop salmon 2025,2025-11-30,Bank,3,7,0.42857142857142855
Satsop salmon 2025,2025-11-30,Boat,4,7,0.5714285714285714
Satsop salmon 2025,2025-12-07,Bank,3,4,0.75
Satsop salmon 2025,2025-12-07,Boat,1,4,0.25
Satsop salmon 2025,2025-12-14,Bank,3,7,0.42857142857142855
Satsop salmon 2025,2025-12-14,Boat,4,7,0.5714285714285714
Satsop salmon 2025,2025-12-21,Bank,4,5,0.8
Satsop salmon 2025,2025-12-21,Boat,1,5,0.2
Satsop salmon 2025,2025-12-28,Bank,4,6,0.6666666666666666
Satsop salmon 2025,2025-12-28,Boat,2,6,0.3333333333333333
Satsop winter steelhead 2024-25,2024-10-27,Bank,3,4,0.75
Satsop winter steelhead 2024-25,2024-10-27,Boat,1,4,0.25
Satsop winter steelhead 2024-25,2024-11-03,Bank,36,68,0.5294117647058824
Satsop winter steelhead 2024-25,2024-11-03,Boat,32,68,0.47058823529411764
Satsop winter steelhead 2024-25,2024-11-10,Bank,17,19,0.8947368421052632
Satsop winter steelhead 2024-25,2024-11-10,Boat,2,19,0.10526315789473684
Satsop winter steelhead 2024-25,2024-11-17,Bank,23,32,0.71875
Satsop winter steelhead 2024-25,2024-11-17,Boat,9,32,0.28125
Satsop winter steelhead 2024-25,2024-11-24,Bank,15,31,0.4838709677419355
Satsop winter steelhead 2024-25,2024-11-24,Boat,16,31,0.5161290322580645
Satsop winter steelhead 2024-25,2024-12-01,Bank,8,21,0.38095238095238093
Satsop winter steelhead 2024-25,2024-12-01,Boat,13,21,0.6190476190476191
Satsop winter steelhead 2024-25,2024-12-08,Bank,7,12,0.5833333333333334
Satsop winter steelhead 2024-25,2024-12-08,Boat,5,12,0.4166666666666667
Satsop winter steelhead 2024-25,2024-12-15,Bank,9,10,0.9
Satsop winter steelhead 2024-25,2024-12-15,Boat,1,10,0.1
Satsop winter steelhead 2024-25,2024-12-22,Bank,2,3,0.6666666666666666
Satsop winter steelhead 2024-25,2024-12-22,Boat,1,3,0.3333333333333333
Satsop winter steelhead 2024-25,2024-12-29,Bank,3,4,0.75
Satsop winter steelhead 2024-25,2024-12-29,Boat,1,4,0.25
Satsop winter steelhead 2024-25,2025-01-05,Bank,8,12,0.6666666666666666
Satsop winter steelhead 2024-25,2025-01-05,Boat,4,12,0.3333333333333333
Satsop winter steelhead 2024-25,2025-01-12,Bank,5,16,0.3125
Satsop winter steelhead 2024-25,2025-01-12,Boat,11,16,0.6875
Satsop winter steelhead 2024-25,2025-01-19,Bank,8,16,0.5
Satsop winter steelhead 2024-25,2025-01-19,Boat,8,16,0.5
Satsop winter steelhead 2024-25,2025-01-26,Bank,8,17,0.47058823529411764
Satsop winter steelhead 2024-25,2025-01-26,Boat,9,17,0.5294117647058824
Satsop winter steelhead 2024-25,2025-02-02,Bank,12,36,0.3333333333333333
Satsop winter steelhead 2024-25,2025-02-02,Boat,24,36,0.6666666666666666
Satsop winter steelhead 2024-25,2025-02-09,Bank,6,12,0.5
Satsop winter steelhead 2024-25,2025-02-09,Boat,6,12,0.5
Satsop winter steelhead 2024-25,2025-02-16,Bank,12,28,0.42857142857142855
Satsop winter steelhead 2024-25,2025-02-16,Boat,16,28,0.5714285714285714
Satsop winter steelhead 2024-25,2025-02-23,Bank,7,14,0.5
Satsop winter steelhead 2024-25,2025-02-23,Boat,7,14,0.5
Satsop winter steelhead 2025-26,2025-11-30,Bank,3,7,0.42857142857142855
Satsop winter steelhead 2025-26,2025-11-30,Boat,4,7,0.5714285714285714
Satsop winter steelhead 2025-26,2025-12-07,Bank,3,4,0.75
Satsop winter steelhead 2025-26,2025-12-07,Boat,1,4,0.25
Satsop winter steelhead 2025-26,2025-12-14,Bank,3,7,0.42857142857142855
Satsop winter steelhead 2025-26,2025-12-14,Boat,4,7,0.5714285714285714
Satsop winter steelhead 2025-26,2025-12-21,Bank,4,5,0.8
Satsop winter steelhead 2025-26,2025-12-21,Boat,1,5,0.2
Satsop winter steelhead 2025-26,2025-12-28,Bank,8,14,0.5714285714285714
Satsop winter steelhead 2025-26,2025-12-28,Boat,6,14,0.42857142857142855
Satsop winter steelhead 2025-26,2026-01-04,Bank,7,12,0.5833333333333334
Satsop winter steelhead 2025-26,2026-01-04,Boat,5,12,0.4166666666666667
Satsop winter steelhead 2025-26,2026-01-11,Bank,5,12,0.4166666666666667
Satsop winter steelhead 2025-26,2026-01-11,Boat,7,12,0.5833333333333334
Satsop winter steelhead 2025-26,2026-01-18,Bank,4,10,0.4
Satsop winter steelhead 2025-26,2026-01-18,Boat,6,10,0.6
Satsop winter steelhead 2025-26,2026-01-25,Bank,16,18,0.8888888888888888
Satsop winter steelhead 2025-26,2026-01-25,Boat,2,18,0.1111111111111111
Satsop winter steelhead 2025-26,2026-02-01,Bank,18,32,0.5625
Satsop winter steelhead 2025-26,2026-02-01,Boat,14,32,0.4375
Satsop winter steelhead 2025-26,2026-02-08,Bank,15,31,0.4838709677419355
Satsop winter steelhead 2025-26,2026-02-08,Boat,16,31,0.5161290322580645
Satsop winter steelhead 2025-26,2026-02-15,Bank,2,9,0.2222222222222222
Satsop winter steelhead 2025-26,2026-02-15,Boat,7,9,0.7777777777777778
Silver Lake Winter Crappie 2025-26,2025-11-09,Bank,10,14,0.7142857142857143
Silver Lake Winter Crappie 2025-26,2025-11-09,Boat,4,14,0.2857142857142857
Silver Lake Winter Crappie 2025-26,2025-11-16,Bank,12,15,0.8
Silver Lake Winter Crappie 2025-26,2025-11-16,Boat,3,15,0.2
Silver Lake Winter Crappie 2025-26,2025-11-23,Bank,31,38,0.8157894736842105
Silver Lake Winter Crappie 2025-26,2025-11-23,Boat,7,38,0.18421052631578946
Silver Lake Winter Crappie 2025-26,2025-11-30,Bank,1,1,1
Silver Lake Winter Crappie 2025-26,2025-12-07,Bank,21,27,0.7777777777777778
Silver Lake Winter Crappie 2025-26,2025-12-07,Boat,6,27,0.2222222222222222
Silver Lake Winter Crappie 2025-26,2025-12-14,Bank,3,4,0.75
Silver Lake Winter Crappie 2025-26,2025-12-14,Boat,1,4,0.25
Silver Lake Winter Crappie 2025-26,2025-12-21,Bank,27,31,0.8709677419354839
Silver Lake Winter Crappie 2025-26,2025-12-21,Boat,4,31,0.12903225806451613
Silver Lake Winter Crappie 2025-26,2025-12-28,Bank,9,10,0.9
Silver Lake Winter Crappie 2025-26,2025-12-28,Boat,1,10,0.1
Silver Lake Winter Crappie 2025-26,2026-01-04,Bank,10,12,0.8333333333333334
Silver Lake Winter Crappie 2025-26,2026-01-04,Boat,2,12,0.16666666666666666
Silver Lake Winter Crappie 2025-26,2026-01-11,Bank,19,29,0.6551724137931034
Silver Lake Winter Crappie 2025-26,2026-01-11,Boat,10,29,0.3448275862068966
Silver Lake Winter Crappie 2025-26,2026-01-18,Bank,15,22,0.6818181818181818
Silver Lake Winter Crappie 2025-26,2026-01-18,Boat,7,22,0.3181818181818182
Silver Lake Winter Crappie 2025-26,2026-01-25,Bank,2,2,1
Silver Lake Winter Crappie 2025-26,2026-02-01,Bank,18,19,0.9473684210526315
Silver Lake Winter Crappie 2025-26,2026-02-01,Boat,1,19,0.05263157894736842
Silver Lake Winter Crappie 2025-26,2026-02-08,Boat,6,6,1
Silver Lake Winter Crappie 2025-26,2026-02-15,Bank,32,43,0.7441860465116279
Silver Lake Winter Crappie 2025-26,2026-02-15,Boat,11,43,0.2558139534883721
Silver Lake Winter Crappie 2025-26,2026-02-22,Bank,2,2,1
Silver Lake Winter Crappie 2025-26,2026-03-01,Bank,19,28,0.6785714285714286
Silver Lake Winter Crappie 2025-26,2026-03-01,Boat,9,28,0.32142857142857145
Silver Lake Winter Crappie 2025-26,2026-03-08,Bank,12,14,0.8571428571428571
Silver Lake Winter Crappie 2025-26,2026-03-08,Boat,2,14,0.14285714285714285
Silver Lake Winter Crappie 2025-26,2026-03-22,Bank,7,18,0.3888888888888889
Silver Lake Winter Crappie 2025-26,2026-03-22,Boat,11,18,0.6111111111111112
Skagit fall salmon 2021,2021-08-15,Bank,26,36,0.7222222222222222
Skagit fall salmon 2021,2021-08-15,Boat,10,36,0.2777777777777778
Skagit fall salmon 2021,2021-08-22,Bank,33,77,0.42857142857142855
Skagit fall salmon 2021,2021-08-22,Boat,44,77,0.5714285714285714
Skagit fall salmon 2021,2021-08-29,Bank,102,157,0.6496815286624203
Skagit fall salmon 2021,2021-08-29,Boat,55,157,0.3503184713375796
Skagit fall salmon 2021,2021-09-05,Bank,83,130,0.6384615384615384
Skagit fall salmon 2021,2021-09-05,Boat,47,130,0.36153846153846153
Skagit fall salmon 2021,2021-09-12,Bank,77,114,0.6754385964912281
Skagit fall salmon 2021,2021-09-12,Boat,37,114,0.32456140350877194
Skagit fall salmon 2021,2021-09-19,Bank,71,103,0.6893203883495146
Skagit fall salmon 2021,2021-09-19,Boat,32,103,0.3106796116504854
Skagit fall salmon 2021,2021-09-26,Bank,49,65,0.7538461538461538
Skagit fall salmon 2021,2021-09-26,Boat,16,65,0.24615384615384617
Skagit fall salmon 2021,2021-10-03,Bank,21,61,0.3442622950819672
Skagit fall salmon 2021,2021-10-03,Boat,40,61,0.6557377049180327
Skagit fall salmon 2021,2021-10-10,Bank,34,52,0.6538461538461539
Skagit fall salmon 2021,2021-10-10,Boat,18,52,0.34615384615384615
Skagit fall salmon 2021,2021-10-17,Bank,37,63,0.5873015873015873
Skagit fall salmon 2021,2021-10-17,Boat,26,63,0.4126984126984127
Skagit fall salmon 2021,2021-10-24,Bank,4,6,0.6666666666666666
Skagit fall salmon 2021,2021-10-24,Boat,2,6,0.3333333333333333
Skagit fall salmon 2021,2021-10-31,Bank,17,26,0.6538461538461539
Skagit fall salmon 2021,2021-10-31,Boat,9,26,0.34615384615384615
Skagit fall salmon 2021,2021-11-07,Bank,14,26,0.5384615384615384
Skagit fall salmon 2021,2021-11-07,Boat,12,26,0.46153846153846156
Skagit fall salmon 2021,2021-11-21,Bank,4,4,1
Skagit fall salmon 2021,2021-11-28,Bank,1,1,1
Skagit fall salmon 2021,2021-12-05,Bank,9,13,0.6923076923076923
Skagit fall salmon 2021,2021-12-05,Boat,4,13,0.3076923076923077
Skagit fall salmon 2021,2021-12-12,Bank,11,15,0.7333333333333333
Skagit fall salmon 2021,2021-12-12,Boat,4,15,0.26666666666666666
Skagit fall salmon 2021,2021-12-19,Bank,14,16,0.875
Skagit fall salmon 2021,2021-12-19,Boat,2,16,0.125
Skagit fall salmon 2021,2021-12-26,Bank,1,1,1
Skagit fall salmon 2022,2022-08-28,Bank,76,141,0.5390070921985816
Skagit fall salmon 2022,2022-08-28,Boat,65,141,0.46099290780141844
Skagit fall salmon 2022,2022-09-04,Bank,84,175,0.48
Skagit fall salmon 2022,2022-09-04,Boat,91,175,0.52
Skagit fall salmon 2022,2022-09-11,Bank,57,176,0.32386363636363635
Skagit fall salmon 2022,2022-09-11,Boat,119,176,0.6761363636363636
Skagit fall salmon 2022,2022-09-18,Bank,72,222,0.32432432432432434
Skagit fall salmon 2022,2022-09-18,Boat,150,222,0.6756756756756757
Skagit fall salmon 2022,2022-09-25,Bank,70,150,0.4666666666666667
Skagit fall salmon 2022,2022-09-25,Boat,80,150,0.5333333333333333
Skagit fall salmon 2022,2022-10-02,Bank,64,181,0.35359116022099446
Skagit fall salmon 2022,2022-10-02,Boat,117,181,0.6464088397790055
